player,nation,pos,squad,born,mp,starts,min,gls,ast,pk,pkatt,crdy,crdr,gls_per_90,ast_per_90,g_plus_a_per_90,g_minus_pk_per_90,year,league
Carles Pérez,es ESP,"FW,MF",Roma,1998,14,5,566,1,3,0,0,2,0,0.16,0.48,0.64,0.16,2019,Italian
Diego Perotti,ar ARG,"FW,MF",Roma,1988,21,10,875,5,3,4,4,3,1,0.51,0.31,0.82,0.1,2019,Italian
Krzysztof Pi?tek,pl POL,FW,Milan,1995,18,14,1183,4,0,3,3,1,0,0.3,0,0.3,0.08,2019,Italian
Carlo Pinsoglio,it ITA,GK,Juventus,1990,1,0,19,0,0,0,0,0,0,0,0,0,0,2019,Italian
Lorenzo Pirola,it ITA,DF,Inter,2002,1,0,12,0,0,0,0,0,0,0,0,0,0,2019,Italian
Miralem Pjani?,ba BIH,MF,Juventus,1990,30,28,2277,3,6,0,0,10,0,0.12,0.24,0.36,0.12,2019,Italian
Matteo Politano,it ITA,FW,Inter,1993,11,2,259,0,0,0,0,0,0,0,0,0,0,2019,Italian
Adrien Rabiot,fr FRA,MF,Juventus,1995,28,21,1912,1,1,0,0,7,1,0.05,0.05,0.09,0.05,2019,Italian
Aaron Ramsey,wal WAL,MF,Juventus,1990,24,11,1051,3,1,0,0,2,0,0.26,0.09,0.34,0.26,2019,Italian
Andrea Ranocchia,it ITA,DF,Inter,1988,7,5,526,0,0,0,0,3,0,0,0,0,0,2019,Italian
Ante Rebi?,hr CRO,FW,Milan,1993,26,15,1395,11,3,0,0,5,0,0.71,0.19,0.9,0.71,2019,Italian
Pepe Reina,es ESP,GK,Milan,1982,1,1,90,0,0,0,0,0,1,0,0,0,0,2019,Italian
Ricardo Rodríguez,ch SUI,DF,Milan,1992,5,5,386,0,0,0,0,0,0,0,0,0,0,2019,Italian
Alessio Romagnoli,it ITA,DF,Milan,1995,35,35,3091,1,0,0,0,4,0,0.03,0,0.03,0.03,2019,Italian
Cristiano Ronaldo,pt POR,FW,Juventus,1985,33,33,2917,31,5,12,13,3,0,0.96,0.15,1.11,0.59,2019,Italian
Daniele Rugani,it ITA,DF,Juventus,1994,10,7,690,0,0,0,0,2,0,0,0,0,0,2019,Italian
Alexis Saelemaekers,be BEL,"FW,MF",Milan,1999,13,6,684,1,0,0,0,4,1,0.13,0,0.13,0.13,2019,Italian
Alexis Sánchez,cl CHI,FW,Inter,1988,22,10,923,4,8,1,1,4,1,0.39,0.78,1.17,0.29,2019,Italian
Alex Sandro,br BRA,DF,Juventus,1991,29,27,2385,1,3,0,0,4,0,0.04,0.11,0.15,0.04,2019,Italian
Davide Santon,it ITA,DF,Roma,1991,15,7,619,0,0,0,0,4,0,0,0,0,0,2019,Italian
Antonio Adán,es ESP,GK,Atlético Madrid,1987,1,0,25,0,0,0,0,0,0,0,0,0,0,2019,Spanish
Jordi Alba,es ESP,DF,Barcelona,1989,27,25,2187,2,5,0,0,7,0,0.08,0.21,0.29,0.08,2019,Spanish
Carles Aleñá,es ESP,MF,Barcelona,1998,4,2,172,0,0,0,0,0,0,0,0,0,0,2019,Spanish
Ronald Araújo,uy URU,DF,Barcelona,1999,6,2,238,0,0,0,0,0,1,0,0,0,0,2019,Spanish
Alphonse Areola,fr FRA,GK,Real Madrid,1993,4,4,360,0,0,0,0,1,0,0,0,0,0,2019,Spanish
Santiago Arias,co COL,DF,Atlético Madrid,1992,14,11,1076,0,1,0,0,1,0,0,0.08,0.08,0,2019,Spanish
Marco Asensio,es ESP,FW,Real Madrid,1996,9,3,336,3,1,0,0,0,0,0.8,0.27,1.07,0.8,2019,Spanish
Gareth Bale,wal WAL,"FW,MF",Real Madrid,1989,16,12,1089,2,2,0,0,4,1,0.17,0.17,0.33,0.17,2019,Spanish
Éver Banega,ar ARG,MF,Sevilla,1988,33,28,2475,3,7,2,2,10,0,0.11,0.25,0.36,0.04,2019,Spanish
Karim Benzema,fr FRA,FW,Real Madrid,1987,37,36,3141,21,8,5,5,0,0,0.6,0.23,0.83,0.46,2019,Spanish
Yassine Bounou,ma MAR,GK,Sevilla,1991,6,5,495,0,1,0,0,1,0,0,0.18,0.18,0,2019,Spanish
Martin Braithwaite,dk DEN,"FW,MF",Barcelona,1991,11,4,407,1,0,0,0,1,0,0.22,0,0.22,0.22,2019,Spanish
Bryan,es ESP,FW,Sevilla,2001,2,0,65,0,0,0,0,2,0,0,0,0,0,2019,Spanish
Sergio Busquets,es ESP,MF,Barcelona,1988,33,29,2483,2,2,0,0,9,0,0.07,0.07,0.14,0.07,2019,Spanish
Sergio Camello,es ESP,FW,Atlético Madrid,2001,2,0,25,0,0,0,0,0,0,0,0,0,0,2019,Spanish
Diego Carlos,br BRA,DF,Sevilla,1993,35,35,3134,2,0,0,0,7,0,0.06,0,0.06,0.06,2019,Spanish
Yannick Carrasco,be BEL,"MF,FW",Atlético Madrid,1993,15,6,631,1,2,0,0,2,0,0.14,0.29,0.43,0.14,2019,Spanish
Daniel Carriço,pt POR,DF,Sevilla,1988,11,10,847,0,0,0,0,3,0,0,0,0,0,2019,Spanish
Dani Carvajal,es ESP,DF,Real Madrid,1992,31,31,2738,1,5,0,0,11,0,0.03,0.16,0.2,0.03,2019,Spanish
Casemiro,br BRA,MF,Real Madrid,1992,35,35,3088,4,3,0,0,12,0,0.12,0.09,0.2,0.12,2019,Spanish
Óscar Clemente,es ESP,MF,Atlético Madrid,1999,1,0,4,0,0,0,0,0,0,0,0,0,0,2019,Spanish
Álex Collado,es ESP,DF,Barcelona,1999,1,0,6,0,0,0,0,0,0,0,0,0,0,2019,Spanish
Ángel Correa,ar ARG,"MF,FW",Atlético Madrid,1995,33,22,2061,5,6,0,0,5,0,0.22,0.26,0.48,0.22,2019,Spanish
Diego Costa,es ESP,FW,Atlético Madrid,1988,23,14,1350,5,4,2,3,5,0,0.33,0.27,0.6,0.2,2019,Spanish
Thibaut Courtois,be BEL,GK,Real Madrid,1992,34,34,3060,0,0,0,0,1,0,0,0,0,0,2019,Spanish
Moanes Dabour,il ISR,FW,Sevilla,1992,2,0,26,0,0,0,0,0,0,0,0,0,0,2019,Spanish
Ousmane Dembélé,fr FRA,FW,Barcelona,1997,5,3,357,1,0,0,0,1,1,0.25,0,0.25,0.25,2019,Spanish
Brahim Díaz,es ESP,"FW,MF",Real Madrid,1999,6,0,65,0,0,0,0,1,0,0,0,0,0,2019,Spanish
Youssef En-Nesyri,ma MAR,FW,Sevilla,1997,18,7,796,4,0,0,0,1,0,0.45,0,0.45,0.45,2019,Spanish
Sergio Escudero,es ESP,DF,Sevilla,1989,11,8,773,1,0,0,0,2,0,0.12,0,0.12,0.12,2019,Spanish
Ansu Fati,es ESP,"FW,DF",Barcelona,2002,24,11,1027,7,1,0,0,2,1,0.61,0.09,0.7,0.61,2019,Spanish
Felipe,br BRA,DF,Atlético Madrid,1989,25,23,2102,1,0,0,0,7,0,0.04,0,0.04,0.04,2019,Spanish
João Félix,pt POR,"FW,MF",Atlético Madrid,1999,27,21,1745,6,1,0,0,6,0,0.31,0.05,0.36,0.31,2019,Spanish
Fernando,br BRA,MF,Sevilla,1987,34,30,2659,2,3,0,0,13,0,0.07,0.1,0.17,0.07,2019,Spanish
Junior Firpo,es ESP,DF,Barcelona,1996,17,11,1014,1,1,0,0,5,0,0.09,0.09,0.18,0.09,2019,Spanish
Sergi Gómez,es ESP,DF,Sevilla,1992,13,8,717,0,0,0,0,4,0,0,0,0,0,2019,Spanish
Antoine Griezmann,fr FRA,FW,Barcelona,1991,35,31,2549,9,4,0,0,2,0,0.32,0.14,0.46,0.32,2019,Spanish
Nemanja Gudelj,rs SRB,"MF,DF",Sevilla,1991,24,9,1216,0,0,0,0,6,0,0,0,0,0,2019,Spanish
Munir El Haddadi,es ESP,FW,Sevilla,1995,21,14,1250,5,2,0,0,1,0,0.36,0.14,0.5,0.36,2019,Spanish
Eden Hazard,be BEL,"FW,MF",Real Madrid,1991,16,14,1077,1,3,0,0,0,0,0.08,0.25,0.33,0.08,2019,Spanish
Mario Hermoso,es ESP,DF,Atlético Madrid,1995,17,15,1217,0,0,0,0,3,1,0,0,0,0,2019,Spanish
Javier Hernández,mx MEX,FW,Sevilla,1988,9,4,448,1,0,0,0,0,0,0.2,0,0.2,0.2,2019,Spanish
Héctor Herrera,mx MEX,MF,Atlético Madrid,1990,21,12,1123,0,2,0,0,1,0,0,0.16,0.16,0,2019,Spanish
Isco,es ESP,"FW,MF",Real Madrid,1992,23,15,1181,1,2,0,0,2,0,0.08,0.15,0.23,0.08,2019,Spanish
Frenkie de Jong,nl NED,MF,Barcelona,1997,29,24,2115,2,2,0,0,3,1,0.09,0.09,0.17,0.09,2019,Spanish
Luuk de Jong,nl NED,FW,Sevilla,1990,35,24,2059,6,1,0,0,2,0,0.26,0.04,0.31,0.26,2019,Spanish
Joan Jordán,es ESP,MF,Sevilla,1994,34,27,2254,2,2,0,0,7,0,0.08,0.08,0.16,0.08,2019,Spanish
Luka Jovi?,rs SRB,FW,Real Madrid,1997,17,4,430,2,1,0,0,2,0,0.42,0.21,0.63,0.42,2019,Spanish
Vinicius Júnior,br BRA,"FW,MF",Real Madrid,2000,29,12,1364,3,1,0,0,4,0,0.2,0.07,0.26,0.2,2019,Spanish
Koke,es ESP,MF,Atlético Madrid,1992,32,30,2698,4,5,0,0,5,0,0.13,0.17,0.3,0.13,2019,Spanish
Jules Koundé,fr FRA,DF,Sevilla,1998,29,25,2309,1,1,0,0,6,0,0.04,0.04,0.08,0.04,2019,Spanish
Toni Kroos,de GER,MF,Real Madrid,1990,35,31,2652,4,5,0,0,2,0,0.14,0.17,0.31,0.14,2019,Spanish
Thomas Lemar,fr FRA,MF,Atlético Madrid,1995,22,10,925,0,0,0,0,2,0,0,0,0,0,2019,Spanish
Clément Lenglet,fr FRA,DF,Barcelona,1995,28,28,2424,2,1,0,0,11,2,0.07,0.04,0.11,0.07,2019,Spanish
Marcos Llorente,es ESP,"MF,FW",Atlético Madrid,1995,29,16,1368,3,3,0,0,4,0,0.2,0.2,0.39,0.2,2019,Spanish
Renan Lodi,br BRA,DF,Atlético Madrid,1998,32,28,2396,1,2,0,0,6,1,0.04,0.08,0.11,0.04,2019,Spanish
Rony Lopes,pt POR,FW,Sevilla,1995,5,2,134,0,0,0,0,0,0,0,0,0,0,2019,Spanish
Marcelo,br BRA,DF,Real Madrid,1988,15,15,1296,1,2,0,0,2,0,0.07,0.14,0.21,0.07,2019,Spanish
José María Giménez,uy URU,DF,Atlético Madrid,1995,21,19,1755,0,0,0,0,2,0,0,0,0,0,2019,Spanish
Mariano,do DOM,FW,Real Madrid,1993,5,0,45,1,0,0,0,1,0,2,0,2,2,2019,Spanish
Arthur Melo,br BRA,MF,Barcelona,1996,21,14,1182,3,3,0,0,1,0,0.23,0.23,0.46,0.23,2019,Spanish
Ferland Mendy,fr FRA,DF,Real Madrid,1995,25,19,1809,1,3,0,0,8,1,0.05,0.15,0.2,0.05,2019,Spanish
Lionel Messi,ar ARG,"FW,MF",Barcelona,1987,33,32,2880,25,21,5,5,4,0,0.78,0.66,1.44,0.62,2019,Spanish
Éder Militão,br BRA,DF,Real Madrid,1998,15,10,1022,0,0,0,0,3,0,0,0,0,0,2019,Spanish
Luka Modri?,hr CRO,MF,Real Madrid,1985,31,22,1996,3,7,0,0,7,1,0.14,0.32,0.45,0.14,2019,Spanish
Álvaro Morata,es ESP,FW,Atlético Madrid,1992,34,25,2098,12,2,2,3,6,1,0.51,0.09,0.6,0.43,2019,Spanish
Toni Moya,es ESP,MF,Atlético Madrid,1998,1,0,4,0,0,0,0,0,0,0,0,0,0,2019,Spanish
Nacho,es ESP,DF,Real Madrid,1990,6,4,439,1,0,0,0,3,0,0.21,0,0.21,0.21,2019,Spanish
Jesús Navas,es ESP,DF,Sevilla,1985,38,37,3369,0,7,0,0,4,0,0,0.19,0.19,0,2019,Spanish
Neto,br BRA,GK,Barcelona,1989,2,2,180,0,0,0,0,0,0,0,0,0,0,2019,Spanish
Saúl Ñíguez,es ESP,"MF,DF",Atlético Madrid,1994,35,35,3072,6,0,2,2,10,0,0.18,0,0.18,0.12,2019,Spanish
Nolito,es ESP,FW,Sevilla,1986,15,12,898,3,0,0,0,0,0,0.3,0,0.3,0.3,2019,Spanish
Jan Oblak,si SVN,GK,Atlético Madrid,1993,38,38,3395,0,0,0,0,0,0,0,0,0,0,2019,Spanish
Lucas Ocampos,ar ARG,FW,Sevilla,1994,33,31,2745,14,3,5,5,10,1,0.46,0.1,0.56,0.3,2019,Spanish
Álvaro Odriozola,es ESP,DF,Real Madrid,1995,4,4,343,0,1,0,0,3,1,0,0.26,0.26,0,2019,Spanish
Thomas Partey,gh GHA,MF,Atlético Madrid,1993,35,29,2549,3,0,0,0,13,0,0.11,0,0.11,0.11,2019,Spanish
Carles Pérez,es ESP,FW,Barcelona,1998,10,5,476,1,2,0,0,0,0,0.19,0.38,0.57,0.19,2019,Spanish
Gerard Piqué,es ESP,DF,Barcelona,1987,35,35,3092,1,0,0,0,15,0,0.03,0,0.03,0.03,2019,Spanish
Darío Poveda,es ESP,FW,Atlético Madrid,1997,1,0,8,0,0,0,0,0,0,0,0,0,0,2019,Spanish
Alejandro Pozo Pozo,es ESP,"FW,MF",Sevilla,1999,3,0,37,0,0,0,0,0,0,0,0,0,0,2019,Spanish
Riqui Puig,es ESP,MF,Barcelona,1999,11,5,510,0,2,0,0,1,0,0,0.35,0.35,0,2019,Spanish
Rafinha,br BRA,"FW,MF",Barcelona,1993,3,2,186,0,0,0,0,0,0,0,0,0,0,2019,Spanish
Ivan Rakiti?,hr CRO,MF,Barcelona,1988,31,16,1589,1,3,0,0,5,0,0.06,0.17,0.23,0.06,2019,Spanish
Sergio Ramos,es ESP,DF,Real Madrid,1986,35,35,3013,11,0,6,6,10,0,0.33,0,0.33,0.15,2019,Spanish
Sergio Reguilón,es ESP,DF,Sevilla,1996,31,29,2509,2,4,0,0,8,0,0.07,0.14,0.22,0.07,2019,Spanish
Rodrigo Riquelme,es ESP,MF,Atlético Madrid,2000,1,0,13,0,0,0,0,0,0,0,0,0,0,2019,Spanish
Sergi Roberto,es ESP,"DF,MF",Barcelona,1992,30,27,2339,1,2,0,0,8,0,0.04,0.08,0.12,0.04,2019,Spanish
James Rodríguez,co COL,MF,Real Madrid,1991,8,5,419,1,1,0,0,1,0,0.21,0.21,0.43,0.21,2019,Spanish
Rodrygo,br BRA,FW,Real Madrid,2001,19,12,1019,2,0,0,0,0,0,0.18,0,0.18,0.18,2019,Spanish
Manuel Sánchez,es ESP,DF,Atlético Madrid,2000,5,4,325,0,0,0,0,1,0,0,0,0,0,2019,Spanish
Ivan Šaponji?,rs SRB,"FW,DF",Atlético Madrid,1997,2,0,6,0,0,0,0,0,0,0,0,0,0,2019,Spanish
Stefan Savi?,me MNE,DF,Atlético Madrid,1991,22,22,1980,0,0,0,0,6,0,0,0,0,0,2019,Spanish
Nélson Semedo,pt POR,DF,Barcelona,1993,32,24,2097,1,2,0,0,2,0,0.04,0.09,0.13,0.04,2019,Spanish
lkay Gündogan,de GER,MF,Manchester City,1990,3,1,122,0,0,0,0,0,0,0,0,0,0,2020,English
Adrián,es ESP,GK,Liverpool,1987,2,2,180,0,0,0,0,0,0,0,0,0,0,2020,English
Ainsley Maitland-Niles,eng ENG,DF,Arsenal,1997,4,2,189,0,0,0,0,0,0,0,0,0,0,2020,English
Alexandre Lacazette,fr FRA,FW,Arsenal,1991,6,5,421,3,0,0,0,1,0,0.64,0,0.64,0.64,2020,English
Alisson,br BRA,GK,Liverpool,1992,5,5,450,0,0,0,0,0,0,0,0,0,0,2020,English
Andreas Christensen,dk DEN,DF,Chelsea,1996,4,4,314,0,0,0,0,1,1,0,0,0,0,2020,English
Andrew Robertson,sco SCO,DF,Liverpool,1994,7,7,630,1,2,0,0,0,0,0.14,0.29,0.43,0.14,2020,English
Aymeric Laporte,fr FRA,DF,Manchester City,1994,2,2,180,0,0,0,0,0,0,0,0,0,0,2020,English
Ben Chilwell,eng ENG,DF,Chelsea,1996,4,4,360,1,2,0,0,1,0,0.25,0.5,0.75,0.25,2020,English
Benjamin Mendy,fr FRA,DF,Manchester City,1994,3,3,250,0,0,0,0,2,0,0,0,0,0,2020,English
Bernardo Silva,pt POR,"MF,FW",Manchester City,1994,4,3,273,0,0,0,0,0,0,0,0,0,0,2020,English
Bernd Leno,de GER,GK,Arsenal,1992,7,7,630,0,0,0,0,0,0,0,0,0,0,2020,English
Bukayo Saka,eng ENG,"DF,FW",Arsenal,2001,5,5,418,1,0,0,0,0,0,0.22,0,0.22,0.22,2020,English
Callum Hudson-Odoi,eng ENG,FW,Chelsea,2000,4,1,156,1,0,0,0,0,0,0.58,0,0.58,0.58,2020,English
César Azpilicueta,es ESP,DF,Chelsea,1989,5,3,321,0,1,0,0,1,0,0,0.28,0.28,0,2020,English
Christian Pulisic,us USA,"FW,MF",Chelsea,1998,3,2,174,0,0,0,0,0,0,0,0,0,0,2020,English
Curtis Jones,eng ENG,MF,Liverpool,2001,3,1,124,0,0,0,0,0,0,0,0,0,0,2020,English
Dani Ceballos,es ESP,MF,Arsenal,1996,6,4,393,0,1,0,0,1,0,0,0.23,0.23,0,2020,English
David Luiz,br BRA,DF,Arsenal,1987,5,4,320,0,0,0,0,0,0,0,0,0,0,2020,English
Diogo Jota,pt POR,FW,Liverpool,1996,5,2,217,3,0,0,0,0,0,1.24,0,1.24,1.24,2020,English
Eddie Nketiah,eng ENG,FW,Arsenal,1999,7,1,126,1,0,0,0,0,0,0.71,0,0.71,0.71,2020,English
Ederson,br BRA,GK,Manchester City,1993,6,6,540,0,0,0,0,0,0,0,0,0,0,2020,English
Edouard Mendy,sn SEN,GK,Chelsea,1992,3,3,270,0,0,0,0,0,0,0,0,0,0,2020,English
Eric García,es ESP,DF,Manchester City,2001,2,2,180,0,0,0,0,0,0,0,0,0,0,2020,English
Fabinho,br BRA,"MF,DF",Liverpool,1993,6,5,482,0,0,0,0,1,0,0,0,0,0,2020,English
Fernandinho,br BRA,MF,Manchester City,1985,4,2,156,0,0,0,0,0,0,0,0,0,0,2020,English
Ferrán Torres,es ESP,FW,Manchester City,2000,4,2,181,0,1,0,0,0,0,0,0.5,0.5,0,2020,English
Fikayo Tomori,eng ENG,DF,Chelsea,1997,1,0,45,0,0,0,0,0,0,0,0,0,0,2020,English
Gabriel Dos Santos,br BRA,DF,Arsenal,1997,6,6,540,1,0,0,0,1,0,0.17,0,0.17,0.17,2020,English
Gabriel Jesus,br BRA,FW,Manchester City,1997,1,1,90,1,0,0,0,1,0,1,0,1,1,2020,English
Georginio Wijnaldum,nl NED,MF,Liverpool,1990,7,6,541,0,0,0,0,0,0,0,0,0,0,2020,English
Granit Xhaka,ch SUI,"MF,DF",Arsenal,1992,6,5,409,0,0,0,0,1,0,0,0,0,0,2020,English
Hakim Ziyech,ma MAR,FW,Chelsea,1993,3,1,101,1,1,0,0,0,0,0.89,0.89,1.78,0.89,2020,English
Héctor Bellerín,es ESP,DF,Arsenal,1995,7,7,630,0,2,0,0,3,0,0,0.29,0.29,0,2020,English
James Milner,eng ENG,MF,Liverpool,1986,5,0,71,0,0,0,0,0,0,0,0,0,0,2020,English
João Cancelo,pt POR,"DF,MF",Manchester City,1994,3,3,270,0,1,0,0,1,0,0,0.33,0.33,0,2020,English
Joe Gomez,eng ENG,DF,Liverpool,1997,6,5,500,0,0,0,0,0,0,0,0,0,0,2020,English
Joël Matip,cm CMR,DF,Liverpool,1991,2,1,92,0,0,0,0,0,0,0,0,0,0,2020,English
John Stones,eng ENG,DF,Manchester City,1994,1,1,90,0,0,0,0,0,0,0,0,0,0,2020,English
Jordan Henderson,eng ENG,MF,Liverpool,1990,5,5,380,0,0,0,0,0,0,0,0,0,0,2020,English
Jorginho,it ITA,MF,Chelsea,1991,6,5,437,3,1,3,4,0,0,0.62,0.21,0.82,0,2020,English
Kai Havertz,de GER,"MF,FW",Chelsea,1999,7,7,550,1,1,0,0,1,0,0.16,0.16,0.33,0.16,2020,English
Kepa Arrizabalaga,es ESP,GK,Chelsea,1994,3,3,270,0,0,0,0,0,0,0,0,0,0,2020,English
Kevin De Bruyne,be BEL,MF,Manchester City,1991,5,4,383,1,2,1,1,0,0,0.23,0.47,0.7,0,2020,English
Kieran Tierney,sco SCO,DF,Arsenal,1997,6,6,530,0,0,0,0,0,0,0,0,0,0,2020,English
Kurt Zouma,fr FRA,DF,Chelsea,1994,6,6,540,3,0,0,0,0,0,0.5,0,0.5,0.5,2020,English
Kyle Walker,eng ENG,DF,Manchester City,1990,6,6,527,1,0,0,0,0,0,0.17,0,0.17,0.17,2020,English
Liam Delap,eng ENG,FW,Manchester City,2003,1,0,40,0,0,0,0,0,0,0,0,0,0,2020,English
Marcos Alonso,es ESP,DF,Chelsea,1990,3,3,225,0,0,0,0,1,0,0,0,0,0,2020,English
Mason Mount,eng ENG,"FW,MF",Chelsea,1999,6,5,450,1,1,0,0,0,0,0.2,0.2,0.4,0.2,2020,English
Mateo Kova?i?,hr CRO,MF,Chelsea,1994,3,2,131,0,0,0,0,0,0,0,0,0,0,2020,English
Mohamed Elneny,eg EGY,MF,Arsenal,1992,4,4,360,0,0,0,0,0,0,0,0,0,0,2020,English
Mohamed Salah,eg EGY,FW,Liverpool,1992,7,7,629,7,0,3,3,0,0,1,0,1,0.57,2020,English
Naby Keïta,gn GUI,MF,Liverpool,1995,4,4,243,0,0,0,0,0,0,0,0,0,0,2020,English
Nathan Aké,nl NED,DF,Manchester City,1995,4,3,290,1,0,0,0,2,0,0.31,0,0.31,0.31,2020,English
Nathaniel Phillips,eng ENG,DF,Liverpool,1997,1,1,90,0,0,0,0,0,0,0,0,0,0,2020,English
N'Golo Kanté,fr FRA,MF,Chelsea,1991,7,7,622,0,0,0,0,1,0,0,0,0,0,2020,English
Nicolas Pépé,ci CIV,FW,Arsenal,1995,6,1,206,1,0,0,0,0,0,0.44,0,0.44,0.44,2020,English
Oleksandr Zinchenko,ua UKR,DF,Manchester City,1996,1,0,13,0,0,0,0,0,0,0,0,0,0,2020,English
Olivier Giroud,fr FRA,FW,Chelsea,1986,2,0,32,0,0,0,0,0,0,0,0,0,0,2020,English
Phil Foden,eng ENG,"FW,DF",Manchester City,2000,6,4,386,2,0,0,0,0,0,0.47,0,0.47,0.47,2020,English
Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,1989,7,7,626,2,1,1,1,2,0,0.29,0.14,0.43,0.14,2020,English
Raheem Sterling,eng ENG,FW,Manchester City,1994,6,6,530,2,1,0,0,0,0,0.34,0.17,0.51,0.34,2020,English
Reece James,eng ENG,DF,Chelsea,1999,6,5,454,1,1,0,0,1,0,0.2,0.2,0.4,0.2,2020,English
Riyad Mahrez,dz ALG,"FW,DF",Manchester City,1991,5,5,430,1,1,0,0,0,0,0.21,0.21,0.42,0.21,2020,English
Rob Holding,eng ENG,DF,Arsenal,1995,4,4,360,0,0,0,0,1,0,0,0,0,0,2020,English
Roberto Firmino,br BRA,"FW,MF",Liverpool,1991,7,7,559,1,2,0,0,1,0,0.16,0.32,0.48,0.16,2020,English
Rodri,es ESP,MF,Manchester City,1996,6,6,540,0,0,0,0,2,0,0,0,0,0,2020,English
Ross Barkley,eng ENG,MF,Chelsea,1993,2,0,42,0,0,0,0,0,0,0,0,0,0,2020,English
Rúben Dias,pt POR,DF,Manchester City,1997,4,4,360,0,0,0,0,1,0,0,0,0,0,2020,English
Ruben Loftus-Cheek,eng ENG,FW,Chelsea,1996,1,1,60,0,0,0,0,0,0,0,0,0,0,2020,English
Sadio Mané,sn SEN,FW,Liverpool,1992,6,6,529,4,1,0,0,2,0,0.68,0.17,0.85,0.68,2020,English
Sead Kolašinac,ba BIH,DF,Arsenal,1993,1,1,90,0,0,0,0,0,0,0,0,0,0,2020,English
Sergio Agüero,ar ARG,FW,Manchester City,1988,2,2,109,0,0,0,0,0,0,0,0,0,0,2020,English
Shkodran Mustafi,de GER,DF,Arsenal,1992,2,0,46,0,0,0,0,0,0,0,0,0,0,2020,English
Takumi Minamino,jp JPN,"FW,MF",Liverpool,1995,4,0,59,0,0,0,0,0,0,0,0,0,0,2020,English
Tammy Abraham,eng ENG,FW,Chelsea,1997,6,3,289,1,1,0,0,0,0,0.31,0.31,0.62,0.31,2020,English
Thiago Alcántara,es ESP,MF,Liverpool,1991,2,1,135,0,0,0,0,0,0,0,0,0,0,2020,English
Thiago Silva,br BRA,DF,Chelsea,1984,4,4,342,0,0,0,0,0,0,0,0,0,0,2020,English
Thomas Partey,gh GHA,MF,Arsenal,1993,3,2,188,0,0,0,0,1,0,0,0,0,0,2020,English
Timo Werner,de GER,FW,Chelsea,1996,7,7,609,3,1,0,0,0,0,0.44,0.15,0.59,0.44,2020,English
Trent Alexander-Arnold,eng ENG,DF,Liverpool,1998,7,7,628,0,1,0,0,1,0,0,0.14,0.14,0,2020,English
Virgil van Dijk,nl NED,DF,Liverpool,1991,5,5,370,1,0,0,0,1,0,0.24,0,0.24,0.24,2020,English
Willian,br BRA,FW,Arsenal,1988,6,6,448,0,2,0,0,0,0,0,0.4,0.4,0,2020,English
Willy Caballero,ar ARG,GK,Chelsea,1981,1,1,90,0,0,0,0,0,0,0,0,0,0,2020,English
Xherdan Shaqiri,ch SUI,MF,Liverpool,1991,1,0,21,0,1,0,0,0,0,0,4.29,4.29,0,2020,English
Abdou Diallo,fr FRA,DF,Paris S-G,1996,7,4,376,0,0,0,0,2,1,0,0,0,0,2020,French
Abdoulaye Sidibé,fr FRA,MF,Saint-Étienne,2002,1,0,11,0,0,0,0,1,0,0,0,0,0,2020,French
Adil Aouchiche,fr FRA,"MF,FW",Saint-Étienne,2002,9,8,586,2,1,0,0,1,0,0.31,0.15,0.46,0.31,2020,French
Aimen Moueffek,fr FRA,DF,Saint-Étienne,2001,5,4,397,0,0,0,0,1,0,0,0,0,0,2020,French
Aleksandr Golovin,ru RUS,MF,Monaco,1996,2,2,101,0,1,0,0,0,0,0,0.89,0.89,0,2020,French
Alessandro Florenzi,it ITA,DF,Paris S-G,1991,5,5,417,2,0,0,0,1,0,0.43,0,0.43,0.43,2020,French
Ander Herrera,es ESP,MF,Paris S-G,1989,9,4,560,1,0,0,0,0,0,0.16,0,0.16,0.16,2020,French
Ángel Di María,ar ARG,"FW,MF",Paris S-G,1988,4,4,335,1,1,0,0,1,0,0.27,0.27,0.54,0.27,2020,French
Anthony Lopes,pt POR,GK,Lyon,1990,9,9,810,0,0,0,0,0,0,0,0,0,0,2020,French
Arnaud Kalimuendo,fr FRA,FW,Paris S-G,2002,1,1,73,0,0,0,0,0,0,0,0,0,0,2020,French
Arnaud Nordin,fr FRA,"FW,MF",Saint-Étienne,1998,6,5,376,0,3,0,0,0,0,0,0.72,0.72,0,2020,French
Assane Dioussé,sn SEN,DF,Saint-Étienne,1997,1,0,1,0,0,0,0,0,0,0,0,0,0,2020,French
Aurélien Tchouaméni,fr FRA,MF,Monaco,2000,8,8,622,0,1,0,0,4,1,0,0.14,0.14,0,2020,French
Axel Disasi,fr FRA,DF,Monaco,1998,7,7,606,1,0,0,0,2,1,0.15,0,0.15,0.15,2020,French
Bandiougou Fadiga,fr FRA,"FW,MF",Paris S-G,2001,4,0,42,0,0,0,0,0,0,0,0,0,0,2020,French
Benjamin Lecomte,fr FRA,GK,Monaco,1991,8,8,720,0,0,0,0,0,0,0,0,0,0,2020,French
Benoît Mukinayi,fr FRA,DF,Monaco,2001,9,9,791,2,0,0,0,0,0,0.23,0,0.23,0.23,2020,French
Bilal Benkhedim,fr FRA,FW,Saint-Étienne,2001,2,1,71,0,0,0,0,0,0,0,0,0,0,2020,French
